nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Sophie,France,0,2019-12-17 00:00:00,dans l'ensemble je recommanderai cet hotel car je m'y suis sentie bien.,"L'emplacement geographique de l'hotel est bien.
mais pas la rue de nuit : la facade de l'hotel, son entree ne paye pas de mine et etant arrivée de nuit mon impression premiere etait plutot du genre (bof c'est ça mon hotel?)
En revanche rien a redire l'hygiene y est presente de partout, des que la porte principale de l'hotel est passée, tout est nickel chrome, vraiment, c'est une maniaque qui le dit!
La décoration générale de l'hotel est plaisante aussi, d'ou mon choix.
petit dejeuner bien, le jambon etait plus de l'epaule que du jambon blanc, et etait tout mouillée (nitrates et autres sels), petite attention le journal du jour a ma table choisi, j'adore...
une tv allumée pour les actualités un peu fort de bon matin (7h) personnellement
petit dejeuner sympa pour le prix demander.
le personnel est vraiment super sympa, et bienveillant...
Je garde bon souvenir dans l'ensemble.
Merci à vous","- J'avais laisser mon gros bagage coller a la porte de ma chambre lorsque j'ai réalisé l'impossibilité de verrouillée celle-ci! 
- Lorsque j’avais voulu ouvrir mon lit tout le linge de lit est venu dans le geste, , j'ai donc refait le lit.... car tout s’était défait jusqu'au matelas, lorsque j'avais voulu préparée mon lit a mon couché... (revoir la technique de finition/pliage du drap matelas et du reste du linge de lit pour en rendre l'ouverture plus aisée au client, afin d’éviter a celui-ci d’être amener a refaire en partie son lit avant de se coucher!)
- Je n'ai pas apprécier du tout le fait d'avoir a me lever de mon lit a mon couchée et a mon réveille aussi, pour me rendre à l'interrupteur à l’entrée de la chambre, afin d' éteindre les lumières!
les lumières de la tête de lit ne pouvant ni être allumées ni être éteintes depuis le lit, uniquement depuis l'interrupteur à l’entrée de la chambre!","7,0",Hôtel,Nantes," 8,0 "
Caroline,France,0,2019-12-14 00:00:00,100% satisfaite !,"Hôtel très bien situé (entre la gare et le centre ville), accueil chaleureux, personnel disponible, chambre jolie et très propre.",None,"9,0",Hôtel,Nantes," 8,0 "
Christian,France,0,2019-12-11 00:00:00,Très bien,"Le confort de la chambre, le mpetit-déjeuner correct, l'amabilité du personnel",Rien,"8,0",Hôtel,Nantes," 8,0 "
Murielle,France,0,2019-12-03 00:00:00,"Pour un séjour de quelques heures, ravie de l’hébergement, à un tarif défiant toute concurrence !","L'hôtel est situé à 5 min à pied de la gare, dans un quartier très calme. Le personnel est serviable, et à l'écoute (arrivée tardive dans la nuit , aucun souci pour accéder à la chambre). 
Bonne surprise, surtout par rapport au tarif de la chambre !","Une couette serait optimum !
La robinetterie de la douche (ch 106) doit être modifiée (bouton cassé), cela n'empêche en rien le bon fonctionnement de la douche.","8,0",Hôtel,Nantes," 8,0 "
Joel,France,0,2019-11-27 00:00:00,Très bien,l'emplacement et la tranquillité de l'hôtel,La porte de la salle de bain ne fermait pas bien.,"8,0",Hôtel,Nantes," 8,0 "
Jean-luc,France,0,2019-11-27 00:00:00,Bien ,None,"Murs de la chambre pas propre
Petit déjeuner cher au regard de ce qui est proposé","7,1",Hôtel,Nantes," 8,0 "
Chantal,France,0,2019-11-24 00:00:00,"confort , heureuse de revenir pour les visites et revoir le personnel","super emplacement , proche gare , rue calme , proche centre et tram , chambre confortable et propre , personnel très agréable","le petit déjeuner , je dois faire attention et limiter le sucre et les viennoiseries , pas assez de choix au niveau du salé , dommage","8,0",Hôtel,Nantes," 8,0 "
Fabienne,France,0,2019-11-24 00:00:00,Très bien,Calme et propreté,None,"8,0",Hôtel,Nantes," 8,0 "
Camille,France,0,2019-11-24 00:00:00,Fabuleux ,"Personnel très sympa, bon petit déjeuner et bien placé à côté de la gare. Nous avons passé un très bon séjour.",None,"9,2",Hôtel,Nantes," 8,0 "
Veronique,France,0,2019-11-23 00:00:00,bien pour un déplacement professionnel,"proximité de la gare et du centre ville.amabilité du personnel.rapport qualité prix, propreté","chambre mansardée un peu petite . Petit déjeuner très cher à 9,50€","7,0",Hôtel,Nantes," 8,0 "
