nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Mireille,France,0,2019-03-13,Superbe,Ce client n'a pas laissé de commentaire.,None,"8,8",Hôtel,Perpignan," 8,2 "
Eric,France,0,2019-02-14,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Francoise,Nouvelle-Calédonie,0,2019-01-23,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Emmanuel,France,0,2018-12-07,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
Emmanuel,France,0,2018-11-10,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
David,France,0,2018-11-09,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Patrick,France,0,2018-11-07,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,5",Hôtel,Perpignan," 8,2 "
Herve,France,0,2018-10-28,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,1",Hôtel,Perpignan," 8,2 "
Ana,France,0,2018-10-25,exellent,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
Sophie,France,0,2018-10-25,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Herve,France,0,2018-10-13,Fabuleux ,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
Jaen,France,0,2018-10-01,Fabuleux ,Ce client n'a pas laissé de commentaire.,None,"9,2",Hôtel,Perpignan," 8,2 "
Marie,France,0,2018-09-17,Exceptionnel,Ce client n'a pas laissé de commentaire.,None,"9,6",Hôtel,Perpignan," 8,2 "
Armelle,France,0,2018-09-14,Parfait pour un court séjour professionnel à Perpignan !,Ce client n'a pas laissé de commentaire.,None,"8,5",Hôtel,Perpignan," 8,2 "
Dominique,France,0,2018-09-08,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
Jozef,France,0,2018-09-05,Très bien,Ce client n'a pas laissé de commentaire.,None,"8,3",Hôtel,Perpignan," 8,2 "
David,France,0,2018-08-21,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,9",Hôtel,Perpignan," 8,2 "
Michel,France,0,2018-08-18,Superbe,Ce client n'a pas laissé de commentaire.,None,"8,8",Hôtel,Perpignan," 8,2 "
Christine,France,0,2018-08-12,Bien ,Ce client n'a pas laissé de commentaire.,None,"7,1",Hôtel,Perpignan," 8,2 "
