nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Gérard,France,0,2018-06-25 00:00:00,Bravo pour le savoir-faire du personnel.,Personnel très à l'écoute.Bon petit déjeuner.,"L'ascenseur est un peu petit.
L'éclairage de la chambre est trop en mode ""veilleuse"".","8,3",Hôtel,Nice," 7,5 "
Katala,France,0,2018-06-23 00:00:00,En pleins centre ville,None,Douche trop petite,"8,8",Hôtel,Nice," 7,5 "
C,France,0,2018-06-08 00:00:00,Bien ,None,Pas d'eau chaude mais la réception a fait un geste commercial..,"7,9",Hôtel,Nice," 7,5 "
Jean,France,0,2020-02-28 00:00:00,déçu de l'accueil,None,"l'accueil du gardien le soir qui préférait fumer dehors plutôt que de me montrer ou était ma chambre. 
L'alarme à incendie qui sonne le matin et que personne n'a éteint avant de longues minutes.","1,0",Hôtel,Nice," 7,5 "
Christophe,France,0,2020-02-16 00:00:00,Passable,L'emplacement,"L'accueil qui était long l'employé était seul pour accueillir les personnes, quand je suis arrivé il y avait 10 personnes qui attendaient d'êtres enregistrés.
Pour le petit-déjeuner il y avait pas grand choses et le beurre était passé de date de plus d'une semaine ...... .","5,0",Hôtel,Nice," 7,5 "
Fred,France,0,2020-02-16 00:00:00,Exceptionnel,Literie accueil,La proprete riens n avoir avec booking tres decus de la chambre,10,Hôtel,Nice," 7,5 "
Savanna,None,0,2020-01-27 00:00:00,J'ai été très bien reçue et l'hôtel est vraiment juste à coté de la gare,"Le personnel est vraiment top.
Le petit dej est varié et délicieux.",Rien,10,Hôtel,Nice," 7,5 "
Béatrice,France,0,2020-01-21 00:00:00,Décevant. Pas de chauffage !,"Bonne situation géographique, proche d'une avenue principale avec le tram.",Pas de chauffage ! Du mobilier vétuste. Ne correspond pas aux photos.,"4,0",Hôtel,Nice," 7,5 "
Aissata,France,0,2019-12-16 00:00:00,Assez médiocre ,None,Il y avait même pas de bouilloire ni de de frigo et la terrasse était salle,"3,0",Hôtel,Nice," 7,5 "
Joanna,France,0,2019-12-06 00:00:00,Décevant,La situation centrale de l'hôtel et le réceptionniste de nuit. La douche à l'italienne. La rue très calme,"Il y avait du sang sur les draps mais le personnel avait tenté de le cacher en les plaçant côté matelas. Alors qu'un peu d'eau de javel aurait été + efficace... Que des draps et aucune couverture pour les frileux. Le petit déjeuner est spartiate et trop cher pour ceux qui le paient en +. La qualité des produits est médiocre et le pain pas extrêmement frais et moelleux. Il n'y a quasiment aucun choix. De plus il faut prendre 2 ascenseurs différents pour accéder aux chambres au 2eme étage, tout en traversant un bâtiment. Une vraie chasse au trésor","4,0",Hôtel,Nice," 7,5 "
Consiglio,France,0,2019-12-01 00:00:00,Exceptionnel,None,L'odeur dans les escalier,10,Hôtel,Nice," 7,5 "
Severine,France,0,2019-11-24 00:00:00,Pratique et peu coûteux pour un dépannage d’une nuit,Localisation de l’hotel,Vétusté de l’hotel et le petit déjeuner dont le buffet est pratiquement vide à 9h30 ( plus de pain...de viennoiseries) et le jus d’orange qui n’a qu’un goût d’eau.,"4,0",Hôtel,Nice," 7,5 "
Cristina,France,0,2019-11-24 00:00:00,Exceptionnel,"Super personnel, les deux hommes de l accueil ont été très gentils !! Et chambre propre!",None,10,Hôtel,Nice," 7,5 "
Nathalie,France,0,2019-10-23 00:00:00,Exceptionnel,l accueil la propreté le personnels la petite terrasse au 6eme étage magnifique la gentillesse du personnels au petit soin lit confortable petit déjeuner super de qualité le café top et hotel très bien situé et très calme,None,10,Hôtel,Nice," 7,5 "
Sophia,France,0,2019-10-23 00:00:00,Bon ,Literie assez confortable.,"Les femmes de ménage qui le matin à partir de 8h ne respectent absolument rien. Claque les portes, cri dans les couloirs, écoute de la musique avec leur téléphone pendant que les clients dorment encore c’est inadmissible. 1 oreiller par personne seulement pour ceux qui ont l’habitude de dormir avec deux ou trois et bien se résoudre à un seul oreiller. La douche très petite. Et la télé qui elle l’est encore plus.","5,8",Hôtel,Nice," 7,5 "
